,id,imdb_id,original_title,filtered_name
91,12158,tt0114825,Vampire in Brooklyn,vampire in brooklyn
92,9283,tt0115639,Beautiful Girls,beautiful girls
93,9208,tt0115759,Broken Arrow,broken arrow
94,40154,tt0113403,A Midwinter's Tale,a midwinter s tale
96,45549,tt0111173,Shopping,shopping
97,63076,tt0113283,Heidi Fleiss: Hollywood Madam,heidi fleiss hollywood madam
98,11062,tt0115907,City Hall,city hall
99,13685,tt0115734,Bottle Rocket,bottle rocket
100,47475,tt0117102,Mr. Wrong,mr wrong
101,2045,tt0118040,Unforgettable,unforgettable
102,9614,tt0116483,Happy Gilmore,happy gilmore
103,688,tt0112579,The Bridges of Madison County,the bridges of madison county
105,10874,tt0117110,Muppet Treasure Island,muppet treasure island
106,89333,tt0112646,Catwalk,catwalk
107,96357,tt0113276,Headless Body in Topless Bar,headless body in topless bar
108,197,tt0112573,Braveheart,braveheart
109,103,tt0075314,Taxi Driver,taxi driver
111,43566,tt0115645,Before and After,before and after
112,71754,tt0113774,Margaret's Museum,margaret s museum
113,43612,tt0112556,Le Bonheur est dans le pré,le bonheur est dans le pré
114,51352,tt0112373,Anne Frank Remembered,anne frank remembered
115,16934,tt0115033,The Young Poisoner's Handbook,the young poisoner s handbook
116,10324,tt0116606,If Lucy Fell,if lucy fell
117,78406,tt0114536,Steal Big Steal Little,steal big steal little
118,55731,tt0117427,Race the Sun,race the sun
119,32119,tt0106473,The Boys of St. Vincent,the boys of st vincent
120,11066,tt0103859,Boomerang,boomerang
123,2074,tt0116324,Flirting with Disaster,flirting with disaster
124,27793,tt0110647,The NeverEnding Story III,the neverending story iii
126,290157,tt0110217,Jupiter's Wife,jupiter s wife
127,110972,tt0114131,Pie in the Sky,pie in the sky
128,32622,tt0112364,Angela,angela
130,11863,tt0113451,Jade,jade
132,124636,tt0114500,Sonic Outlaws,sonic outlaws
133,9101,tt0116130,Down Periscope,down periscope
134,123360,tt0113125,From the Journals of Jean Seberg,from the journals of jean seberg
135,5757,tt0113756,Man of the Year,man of the year
136,39428,tt0113952,The Neon Bible,the neon bible
137,124639,tt0114618,Target,target
138,9302,tt0118055,Up Close & Personal,up close personal
139,11000,tt0115685,The Birdcage,the birdcage
140,249882,tt0113200,Gospa,gospa
141,16388,tt0112585,The Brothers McMullen,the brothers mcmullen
142,9737,tt0112442,Bad Boys,bad boys
143,30765,tt0112342,The Amazing Panda Adventure,the amazing panda adventure
144,10474,tt0112461,The Basketball Diaries,the basketball diaries
145,22279,tt0112427,An Awfully Big Adventure,an awfully big adventure
146,30157,tt0109093,Amateur,amateur
147,568,tt0112384,Apollo 13,apollo 13
148,11780,tt0114287,Rob Roy,rob roy
149,34996,tt0112288,The Addiction,the addiction
150,414,tt0112462,Batman Forever,batman forever
152,1873,tt0112495,Beyond Rangoon,beyond rangoon
153,5894,tt0112541,Blue in the Face,blue in the face
154,1775,tt0109370,Canadian Bacon,canadian bacon
155,8839,tt0112642,Casper,casper
156,20649,tt0112688,Clockers,clockers
157,10329,tt0112715,Congo,congo
158,8963,tt0112740,Crimson Tide,crimson tide
159,26564,tt0109508,Crumb,crumb
160,8068,tt0112851,Desperado,desperado
161,8512,tt0112857,Devil in a Blue Dress,devil in a blue dress
162,1572,tt0112864,Die Hard: With a Vengeance,die hard with a vengeance
163,13552,tt0112887,The Doom Generation,the doom generation
164,259209,tt0113044,Feast of July,feast of july
165,6520,tt0113071,First Knight,first knight
166,9073,tt0113114,Free Willy 2 - The Adventure Home,free willy 2 the adventure home
167,10428,tt0113243,Hackers,hackers
168,17447,tt0113464,Jeffrey,jeffrey
169,9886,tt0113481,Johnny Mnemonic,johnny mnemonic
170,9482,tt0113492,Judge Dredd,judge dredd
171,19326,tt0113500,Jury Duty,jury duty
172,9344,tt0113540,Kids,kids
173,9071,tt0113677,Living in Oblivion,living in oblivion
174,8973,tt0113690,Lord of Illusions,lord of illusions
175,15730,tt0107447,Love & Human Remains,love human remains
176,47608,tt0113729,Mad Love,mad love
177,2293,tt0113749,Mallrats,mallrats
178,9070,tt0113820,Mighty Morphin Power Rangers: The Movie,mighty morphin power rangers the movie
179,68274,tt0113851,Moonlight and Valentino,moonlight and valentino
180,48787,tt0110604,Mute Witness,mute witness
181,34574,tt0110620,Nadja,nadja
182,1642,tt0113957,The Net,the net
183,11472,tt0113986,Nine Months,nine months
184,36196,tt0114095,Party Girl,party girl
185,11980,tt0114194,The Prophecy,the prophecy
186,58372,tt0114241,Reckless,reckless
187,32646,tt0114323,Safe,safe
188,10533,tt0114345,The Scarlet Letter,the scarlet letter
189,56088,tt0114435,The Show,the show
190,10802,tt0114436,Showgirls,showgirls
191,10149,tt0114478,Smoke,smoke
192,18402,tt0114496,Something to Talk About,something to talk about
193,9348,tt0114508,Species,species
194,139408,tt0114534,The Stars Fell on Henrietta,the stars fell on henrietta
195,281,tt0114558,Strange Days,strange days
197,79593,tt0114666,The Tie That Binds,the tie that binds
198,47939,tt0114663,Three Wishes,three wishes
199,36834,tt0114702,Total Eclipse,total eclipse
200,9090,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",to wong foo thanks for everything julie newmar
201,3512,tt0114781,Under Siege 2: Dark Territory,under siege 2 dark territory
202,52856,tt0114798,Unstrung Heroes,unstrung heroes
203,77350,tt0114805,Unzipped,unzipped
204,9560,tt0114887,A Walk in the Clouds,a walk in the clouds
205,9804,tt0114898,Waterworld,waterworld
206,31611,tt0114928,White Man's Burden,white man s burden
207,65796,tt0114938,Wild Bill,wild bill
208,49805,tt0109340,The Browning Version,the browning version
209,26258,tt0112602,Bushwhacked,bushwhacked
211,19155,tt0110882,Before the Rain,before the rain
212,76,tt0112471,Before Sunrise,before sunrise
213,11017,tt0112508,Billy Madison,billy madison
214,37141,tt0112438,The Babysitter,the babysitter
215,9382,tt0112571,Boys on the Side,boys on the side
216,6715,tt0112757,The Cure,the cure
217,18256,tt0112643,Castle Freak,castle freak
218,22625,tt0112679,Circle of Friends,circle of friends
219,2292,tt0109445,Clerks,clerks
220,1909,tt0112883,Don Juan DeMarco,don juan demarco
221,8984,tt0109635,Disclosure,disclosure
222,61813,tt0112899,Dream Man,dream man
223,4954,tt0109676,Drop Zone,drop zone
225,10531,tt0109579,Death and the Maiden,death and the maiden
226,11929,tt0109642,Dolores Claiborne,dolores claiborne
227,8467,tt0109686,Dumb and Dumber,dumb and dumber
229,20156,tt0109759,Exotica,exotica
230,18395,tt0109758,Exit to Eden,exit to eden
231,522,tt0109707,Ed Wood,ed wood
232,397,tt0113117,French Kiss,french kiss
233,10525,tt0113097,Forget Paris,forget paris
234,27985,tt0113028,Far from Home: The Adventures of Yellow Dog,far from home the adventures of yellow dog
235,15789,tt0113198,A Goofy Movie,a goofy movie
236,27303,tt0113303,Hideaway,hideaway
237,21183,tt0113089,Fluke,fluke
239,47867,tt0113199,Gordy,gordy
240,43475,tt0113234,Gumby: The Movie,gumby the movie
241,72031,tt0109906,The Glass Shield,the glass shield
242,14275,tt0110057,Hoop Dreams,hoop dreams
243,1024,tt0110005,Heavenly Creatures,heavenly creatures
244,17207,tt0110066,Houseguest,houseguest
245,13701,tt0110116,Immortal Beloved,immortal beloved
246,14819,tt0110006,Heavyweights,heavyweights
247,32631,tt0113360,The Hunted,the hunted
248,11777,tt0110099,I.Q.,i q
249,628,tt0110148,Interview with the Vampire,interview with the vampire
250,87729,tt0113463,Jefferson in Paris,jefferson in paris
251,18713,tt0110189,The Jerky Boys,the jerky boys
252,6280,tt0110216,Junior,junior
253,9061,tt0113501,Just Cause,just cause
254,37108,tt0113538,A Kid in King Arthur's Court,a kid in king arthur s court
255,6071,tt0113552,Kiss of Death,kiss of death
256,11,tt0076759,Star Wars,star wars
257,9587,tt0110367,Little Women,little women
258,19101,tt0113670,A Little Princess,a little princess
259,49980,tt0110296,Ladybird Ladybird,ladybird ladybird
262,4476,tt0110322,Legends of the Fall,legends of the fall
263,11008,tt0110443,Major Payne,major payne
264,47504,tt0110365,Little Odessa,little odessa
265,32325,tt0107566,Mi Vida Loca,mi vida loca
266,43742,tt0110391,Love Affair,love affair
267,28313,tt0113691,Losing Isaiah,losing isaiah
268,11318,tt0110428,The Madness of King George,the madness of king george
269,3036,tt0109836,Frankenstein,frankenstein
270,40490,tt0113755,Man of the House,man of the house
271,24070,tt0110538,Mixed Nuts,mixed nuts
272,8986,tt0110516,Milk Money,milk money
273,10510,tt0110527,Miracle on 34th Street,miracle on 34th street
274,17402,tt0113808,Miami Rhapsody,miami rhapsody
275,38722,tt0113896,My Family,my family
276,8438,tt0113870,Murder in the First,murder in the first
277,11593,tt0110684,Nobody's Fool,nobody s fool
278,1945,tt0110638,Nell,nell
279,39310,tt0113967,New Jersey Drive,new jersey drive
280,109560,tt0117169,New York Cop,new york cop
281,56428,tt0106402,Beyond Bedlam,beyond bedlam
282,63105,tt0113948,Nemesis 2 - Nebula,nemesis 2 nebula
283,131957,tt0110671,Nina Takes a Lover,nina takes a lover
284,241,tt0110632,Natural Born Killers,natural born killers
285,9058,tt0110737,Only You,only you
286,527,tt0110729,Once Were Warriors,once were warriors
287,18220,tt0114151,Poison Ivy II: Lily,poison ivy ii lily
288,6950,tt0114069,Outbreak,outbreak
290,63020,tt0114113,The Perez Family,the perez family
291,2307,tt0114210,A Pyromaniac's Love Story,a pyromaniac s love story
292,680,tt0110912,Pulp Fiction,pulp fiction
293,41478,tt0114084,Panther,panther
295,40156,tt0110889,Priest,priest
296,11450,tt0110932,Quiz Show,quiz show
297,30304,tt0114129,Picture Bride,picture bride
299,12106,tt0114214,The Quick and the Dead,the quick and the dead
301,3586,tt0110907,Prêt-à-Porter,prêt à porter
306,36357,tt0114268,Rent-a-Kid,rent a kid
307,92769,tt0110965,Relative Fear,relative fear
308,28033,tt0114571,Stuart Saves His Family,stuart saves his family
309,22586,tt0111333,The Swan Princess,the swan princess
310,14334,tt0111112,The Secret of Roan Inish,the secret of roan inish
311,2636,tt0111255,The Specialist,the specialist
312,2164,tt0111282,Stargate,stargate
313,11395,tt0111070,The Santa Clause,the santa clause
314,278,tt0111161,The Shawshank Redemption,the shawshank redemption
315,9905,tt0111149,Shallow Grave,shallow grave
316,87078,tt0108260,Suture,suture
318,20306,tt0114594,Swimming with Sharks,swimming with sharks
319,36614,tt0111309,The Sum of Us,the sum of us
320,27993,tt0113936,Senior Trip,senior trip
322,9067,tt0114614,Tank Girl,tank girl
323,9059,tt0114608,Tales from the Crypt: Demon Knight,tales from the crypt demon knight
324,193,tt0111280,Star Trek: Generations,star trek generations
325,25066,tt0114609,Tales from the Hood,tales from the hood
326,46797,tt0111454,Tom & Viv,tom viv
327,12122,tt0114852,Village of the Damned,village of the damned
328,11381,tt0114694,Tommy Boy,tommy boy
329,32636,tt0111590,Vanya on 42nd Street,vanya on 42nd street
330,36141,tt0114788,The Underneath,the underneath
331,95963,tt0114888,The Walking Dead,the walking dead
332,1587,tt0108550,What's Eating Gilbert Grape,what s eating gilbert grape
333,9271,tt0114857,Virtuosity,virtuosity
334,2064,tt0114924,While You Were Sleeping,while you were sleeping
335,19855,tt0111667,The War,the war
336,60855,tt0109655,Double Happiness,double happiness
337,236,tt0110598,Muriel's Wedding,muriel s wedding
338,48287,tt0112435,The Baby-Sitters Club,the baby sitters club
339,3049,tt0109040,Ace Ventura: Pet Detective,ace ventura pet detective
340,2759,tt0109045,"The Adventures of Priscilla, Queen of the Desert",the adventures of priscilla queen of the desert
341,12635,tt0106339,Backbeat,backbeat
342,10497,tt0104779,Bitter Moon,bitter moon
343,11382,tt0109348,Bullets Over Broadway,bullets over broadway
344,9331,tt0109444,Clear and Present Danger,clear and present danger
345,10731,tt0109446,The Client,the client
346,10464,tt0109484,"Corrina, Corrina",corrina corrina
347,34152,tt0109504,Crooklyn,crooklyn
348,9495,tt0109506,The Crow,the crow
349,29973,tt0109450,Cobb,cobb
350,888,tt0109813,The Flintstones,the flintstones
351,13,tt0109830,Forrest Gump,forrest gump
352,712,tt0109831,Four Weddings and a Funeral,four weddings and a funeral
353,16295,tt0113305,Higher Learning,higher learning
354,48992,tt0110091,I Like It Like That,i like it like that
355,10879,tt0110093,I Love Trouble,i love trouble
356,10660,tt0110167,It Could Happen to You,it could happen to you
357,10714,tt0110213,The Jungle Book,the jungle book
358,41647,tt0107472,Die Macht der Bilder: Leni Riefenstahl,die macht der bilder leni riefenstahl
359,8587,tt0110357,The Lion King,the lion king
360,1689,tt0107426,Little Buddha,little buddha
361,11596,tt0111686,New Nightmare,new nightmare
362,854,tt0110475,The Mask,the mask
363,9359,tt0110478,Maverick,maverick
364,23333,tt0110588,Mrs. Parker and the Vicious Circle,mrs parker and the vicious circle
365,36593,tt0110622,The Naked Gun 33⅓: The Final Insult,the naked gun 33⅓ the final insult
366,12280,tt0110771,The Paper,the paper
367,2788,tt0110950,Reality Bites,reality bites
368,10427,tt0105226,Red Rock West,red rock west
369,11011,tt0110989,Ri¢hie Ri¢h,ri hie ri h
370,49803,tt0111054,Safe Passage,safe passage
371,8987,tt0110997,The River Wild,the river wild
372,1637,tt0111257,Speed,speed
373,15128,tt0111256,Speechless,speechless
374,8831,tt0111438,Timecop,timecop
375,36955,tt0111503,True Lies,true lies
376,10449,tt0111693,When a Man Loves a Woman,when a man loves a woman
377,10395,tt0111742,Wolf,wolf
378,12160,tt0111756,Wyatt Earp,wyatt earp
379,40480,tt0112443,Bad Company,bad company
380,52038,tt0110455,A Man of No Importance,a man of no importance
381,29444,tt0111048,S.F.W.,s f w
382,26352,tt0110399,A Low Down Dirty Shame,a low down dirty shame
383,39953,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation",boys life three stories of love lust and liberation
385,315,tt0059170,"Faster, Pussycat! Kill! Kill!",faster pussycat kill kill
386,22067,tt0110186,Jason's Lyric,jason s lyric
387,18242,tt0108069,The Secret Adventures of Tom Thumb,the secret adventures of tom thumb
388,11667,tt0111301,Street Fighter,street fighter
389,32502,tt0112702,Coldblooded,coldblooded
390,267188,tt0112849,Desert Winds,desert winds
391,28732,tt0113014,Fall Time,fall time
392,75555,tt0113043,The Fear,the fear
393,42981,tt0113104,Frank and Ollie,frank and ollie
394,278939,tt0113173,Girl in the Cadillac,girl in the cadillac
395,291731,tt0113319,Homage,homage
396,226229,tt0113827,Mirage,mirage
397,203119,tt0114047,Open Season,open season
398,172923,tt0112889,Dos Crímenes,dos crímenes
399,316098,tt0109339,Brother Minister: The Assassination of Malcolm X,brother minister the assassination of malcolm x
400,8011,tt0110027,Highlander III: The Sorcerer,highlander iii the sorcerer
401,171857,tt0109785,Federal Hill,federal hill
402,2654,tt0113409,In the Mouth of Madness,in the mouth of madness
403,18069,tt0109021,8 Seconds,8 seconds
404,19092,tt0109035,Above the Rim,above the rim
405,2758,tt0106220,Addams Family Values,addams family values
406,38129,tt0111804,Martin Lawrence: You So Crazy,martin lawrence you so crazy
407,10436,tt0106226,The Age of Innocence,the age of innocence
408,13595,tt0109068,Airheads,airheads
409,46094,tt0109067,The Air Up There,the air up there
410,9409,tt0106292,Another Stakeout,another stakeout
411,11853,tt0109198,Bad Girls,bad girls
412,16771,tt0109219,Barcelona,barcelona
413,46924,tt0106379,Being Human,being human
414,11041,tt0106400,The Beverly Hillbillies,the beverly hillbillies
415,306,tt0109254,Beverly Hills Cop III,beverly hills cop iii
416,14522,tt0109279,Black Beauty,black beauty
417,26203,tt0109297,Blink,blink
418,178,tt0109303,Blown Away,blown away
419,19819,tt0109305,Blue Chips,blue chips
420,57834,tt0109306,Blue Sky,blue sky
421,4722,tt0106452,Body Snatchers,body snatchers
422,18215,tt0106471,Boxing Helena,boxing helena
423,1607,tt0106489,A Bronx Tale,a bronx tale
424,26391,tt0109361,Cabin Boy,cabin boy
425,117553,tt0106505,Calendar Girl,calendar girl
426,6075,tt0106519,Carlito's Way,carlito s way
427,11310,tt0109439,City Slickers II: The Legend of Curly's Gold,city slickers ii the legend of curly s gold
428,18658,tt0109443,Clean Slate,clean slate
429,9350,tt0106582,Cliffhanger,cliffhanger
430,9612,tt0106598,Coneheads,coneheads
431,2124,tt0109456,Color of Night,color of night
432,26261,tt0109480,Cops & Robbersons,cops robbersons
433,19176,tt0109493,The Cowboy Way,the cowboy way
434,49299,tt0106660,Dangerous Game,dangerous game
435,11566,tt0106673,Dave,dave
436,9571,tt0106677,Dazed and Confused,dazed and confused
437,9739,tt0106697,Demolition Man,demolition man
438,24257,tt0109729,The Endless Summer 2,the endless summer 2
439,34444,tt0106834,Even Cowgirls Get the Blues,even cowgirls get the blues
440,26141,tt0106873,Fatal Instinct,fatal instinct
442,50463,tt0109783,The Favor,the favor
443,10443,tt0106881,Fearless,fearless
444,20239,tt0106880,Fear of a Black Hat,fear of a black hat
445,16297,tt0111732,With Honors,with honors
446,18551,tt0106926,Flesh and Bone,flesh and bone
447,25440,tt0111712,Widows' Peak,widows peak
448,9024,tt0106941,For Love or Money,for love or money
449,37233,tt0106918,The Firm,the firm
450,1634,tt0106965,Free Willy,free willy
451,13815,tt0109842,Fresh,fresh
452,5503,tt0106977,The Fugitive,the fugitive
453,35588,tt0107004,Geronimo: An American Legend,geronimo an american legend
454,2087,tt0109890,The Getaway,the getaway
455,41579,tt0109891,Getting Even with Dad,getting even with dad
456,18620,tt0109913,Go Fish,go fish
457,41006,tt0109920,A Good Man in Africa,a good man in africa
458,4916,tt0107057,Guilty as Sin,guilty as sin
459,2019,tt0107076,Hard Target,hard target
460,31642,tt0107096,Heaven & Earth,heaven earth
461,9255,tt0107144,Hot Shots! Part Deux,hot shots part deux
462,26271,tt0113674,Live Nude Girls,live nude girls
463,10612,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,the englishman who went up a hill but came down a mountain
464,2259,tt0107151,The House of the Spirits,the house of the spirits
465,16097,tt0110064,House Party 3,house party 3
466,11934,tt0110074,The Hudsucker Proxy,the hudsucker proxy
467,106143,tt0110097,I'll Do Anything,i ll do anything
468,12475,tt0110123,In the Army Now,in the army now
469,9386,tt0107206,In the Line of Fire,in the line of fire
470,7984,tt0107207,In the Name of the Father,in the name of the father
471,59930,tt0110137,The Inkwell,the inkwell
472,15765,tt0108551,What's Love Got to Do with It,what s love got to do with it
473,31643,tt0110197,Jimmy Hollywood,jimmy hollywood
474,6,tt0107286,Judgment Night,judgment night
475,329,tt0107290,Jurassic Park,jurassic park
476,10909,tt0107302,Kalifornia,kalifornia
477,507,tt0110265,Killing Zoe,killing zoe
478,34024,tt0107322,King of the Hill,king of the hill
479,29918,tt0110305,Lassie,lassie
480,9593,tt0107362,Last Action Hero,last action hero
481,42580,tt0107413,Life With Mikey,life with mikey
482,22317,tt0110353,Lightning Jack,lightning jack
483,1413,tt0107468,M. Butterfly,m butterfly
484,12121,tt0107478,Made in America,made in america
485,2246,tt0107497,Malice,malice
486,10502,tt0107501,The Man without a Face,the man without a face
487,10440,tt0107507,Manhattan Murder Mystery,manhattan murder mystery
488,9516,tt0107554,Menace II Society,menace ii society
489,2320,tt0116253,Executive Decision,executive decision
491,83718,tt0111689,What Happened Was...,what happened was
492,11971,tt0107616,Much Ado About Nothing,much ado about nothing
493,2625,tt0107611,Mr. Jones,mr jones
494,31911,tt0107613,Mr. Wonderful,mr wonderful
495,788,tt0107614,Mrs. Doubtfire,mrs doubtfire
496,21450,tt0107653,Naked,naked
497,11231,tt0110657,The Next Karate Kid,the next karate kid
498,41588,tt0110649,The New Age,the new age
499,10447,tt0110678,No Escape,no escape
500,31586,tt0110687,North,north
501,9300,tt0107756,Orlando,orlando
502,9559,tt0107808,A Perfect World,a perfect world
503,9800,tt0107818,Philadelphia,philadelphia
504,713,tt0107822,The Piano,the piano
505,8291,tt0107840,Poetic Justice,poetic justice
506,18133,tt0107889,The Program,the program
507,25557,tt0111003,The Puppet Masters,the puppet masters
508,22588,tt0110939,Radioland Murders,radioland murders
509,10872,tt0110955,The Ref,the ref
510,1245,tt0107943,The Remains of the Day,the remains of the day
511,11858,tt0110971,Renaissance Man,renaissance man
512,7007,tt0107969,Rising Sun,rising sun
513,10467,tt0111001,The Road to Wellville,the road to wellville
514,5550,tt0107978,RoboCop 3,robocop 3
515,8005,tt0107977,Robin Hood: Men in Tights,robin hood men in tights
516,2088,tt0107983,Romeo Is Bleeding,romeo is bleeding
517,10412,tt0105275,Romper Stomper,romper stomper
518,47889,tt0108000,Ruby in Paradise,ruby in paradise
519,14534,tt0108002,Rudy,rudy
520,56583,tt0108026,The Saint of Fort Washington,the saint of fort washington
522,424,tt0108052,Schindler's List,schindler s list
523,35233,tt0111094,The Scout,the scout
524,14291,tt0108065,Searching for Bobby Fischer,searching for bobby fischer
525,103413,tt0111102,Second Best,second best
526,11236,tt0108071,The Secret Garden,the secret garden
527,11592,tt0111127,Serial Mom,serial mom
528,8850,tt0111143,The Shadow,the shadow
529,10445,tt0108101,Shadowlands,shadowlands
530,695,tt0108122,Short Cuts,short cuts
531,43535,tt0111194,A Simple Twist of Fate,a simple twist of fate
532,12519,tt0111201,Sirens,sirens
533,23210,tt0108149,Six Degrees of Separation,six degrees of separation
534,858,tt0108160,Sleepless in Seattle,sleepless in seattle
535,867,tt0108162,Sliver,sliver
536,78,tt0083658,Blade Runner,blade runner
537,13203,tt0108186,Son in Law,son in law
538,10442,tt0108174,So I Married an Axe Murderer,so i married an axe murderer
539,11074,tt0108238,Striking Distance,striking distance
540,33367,tt0089256,Harem,harem
541,9607,tt0108255,Super Mario Bros.,super mario bros
542,17585,tt0111323,Surviving the Game,surviving the game
543,9057,tt0111400,Terminal Velocity,terminal velocity
544,20967,tt0108328,Thirty Two Short Films About Glenn Gould,thirty two short films about glenn gould
545,10635,tt0111418,Threesome,threesome
546,9479,tt0107688,The Nightmare Before Christmas,the nightmare before christmas
547,10057,tt0108333,The Three Musketeers,the three musketeers
548,11969,tt0108358,Tombstone,tombstone
549,41590,tt0111488,Trial by Jury,trial by jury
550,319,tt0108399,True Romance,true romance
551,26408,tt0108515,The War Room,the war room
552,15139,tt0110763,The Pagemaster,the pagemaster
553,161158,tt0107779,"Paris, France",paris france
554,218473,tt0109226,"The Beans of Egypt, Maine",the beans of egypt maine
555,85247,tt0110259,Killer,killer
556,11446,tt0114906,Welcome to the Dollhouse,welcome to the dollhouse
557,51980,tt0107002,Germinal,germinal
558,24405,tt0109403,Chasers,chasers
559,11655,tt0104029,Cronos,cronos
560,11800,tt0110623,Naked in New York,naked in new york
562,14587,tt0106408,Bhaji on the Beach,bhaji on the beach
563,31504,tt0110363,Little Big League,little big league
565,53185,tt0111709,Wide Eyed and Legless,wide eyed and legless
566,95743,tt0109828,Foreign Student,foreign student
567,23637,tt0107225,Io speriamo che me la cavo,io speriamo che me la cavo
568,17600,tt0111252,Spanking the Monkey,spanking the monkey
569,10897,tt0110366,The Little Rascals,the little rascals
570,349394,tt0106878,À la mode,à la mode
571,21352,tt0109120,Andre,andre
573,37345,tt0110892,Princess Caraboo,princess caraboo
574,32562,tt0112651,The Celluloid Closet,the celluloid closet
575,47507,tt0107642,Métisse,métisse
577,124304,tt0106678,De eso no se habla,de eso no se habla
578,9066,tt0112572,The Brady Bunch Movie,the brady bunch movie
579,771,tt0099785,Home Alone,home alone
580,251,tt0099653,Ghost,ghost
581,812,tt0103639,Aladdin,aladdin
582,280,tt0103064,Terminator 2: Judgment Day,terminator 2 judgment day
583,581,tt0099348,Dances with Wolves,dances with wolves
584,80350,tt0114706,Tough and Deadly,tough and deadly
585,268,tt0096895,Batman,batman
586,274,tt0102926,The Silence of the Lambs,the silence of the lambs
587,408,tt0029583,Snow White and the Seven Dwarfs,snow white and the seven dwarfs
